"date","price","reference","month","week"
2019-09-11,24.9,"http://www.carbonnews.co.nz/story.asp?storyID=17046","2019-09","2019-W37"
2019-09-12,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=17054","2019-09","2019-W37"
2019-09-13,24.82,"http://www.carbonnews.co.nz/story.asp?storyID=17063","2019-09","2019-W37"
2019-09-16,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=17071","2019-09","2019-W38"
2019-09-17,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17080","2019-09","2019-W38"
2019-09-18,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17088","2019-09","2019-W38"
2019-09-20,25,"http://www.carbonnews.co.nz/story.asp?storyID=17109","2019-09","2019-W38"
2019-09-23,24.97,"http://www.carbonnews.co.nz/story.asp?storyID=17113","2019-09","2019-W39"
2019-09-24,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=17121","2019-09","2019-W39"
2019-09-25,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=17129","2019-09","2019-W39"
2019-09-26,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=17137","2019-09","2019-W39"
2019-10-01,24.85,"http://www.carbonnews.co.nz/story.asp?storyID=17160","2019-10","2019-W40"
2019-10-02,24.87,"http://www.carbonnews.co.nz/story.asp?storyID=17168","2019-10","2019-W40"
2019-10-03,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=17176","2019-10","2019-W40"
2019-10-07,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=17192","2019-10","2019-W41"
2019-10-08,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17200","2019-10","2019-W41"
2019-10-10,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17216","2019-10","2019-W41"
2019-10-11,24.7,"http://www.carbonnews.co.nz/story.asp?storyID=17224","2019-10","2019-W41"
2019-10-14,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17234","2019-10","2019-W42"
2019-10-16,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=17250","2019-10","2019-W42"
2019-10-23,24.87,"http://www.carbonnews.co.nz/story.asp?storyID=17291","2019-10","2019-W43"
2019-10-24,24.82,"http://www.carbonnews.co.nz/story.asp?storyID=17299","2019-10","2019-W43"
2019-10-25,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=17307","2019-10","2019-W43"
2019-10-30,25,"http://www.carbonnews.co.nz/story.asp?storyID=17324","2019-10","2019-W44"
2019-11-01,24.97,"http://www.carbonnews.co.nz/story.asp?storyID=17340","2019-11","2019-W44"
2019-11-04,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=17348","2019-11","2019-W45"
2019-11-07,24.97,"http://www.carbonnews.co.nz/story.asp?storyID=17373","2019-11","2019-W45"
2019-11-08,24.97,"http://www.carbonnews.co.nz/story.asp?storyID=17381","2019-11","2019-W45"
2019-11-11,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=17390","2019-11","2019-W46"
2019-11-12,25,"http://www.carbonnews.co.nz/story.asp?storyID=17397","2019-11","2019-W46"
2019-11-13,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=17405","2019-11","2019-W46"
2019-11-17,24.9,"http://www.carbonnews.co.nz/story.asp?storyID=17421","2019-11","2019-W46"
2019-11-18,24.92,"http://www.carbonnews.co.nz/story.asp?storyID=17430","2019-11","2019-W47"
2019-11-19,24.9,"http://www.carbonnews.co.nz/story.asp?storyID=17437","2019-11","2019-W47"
2019-11-20,24.92,"http://www.carbonnews.co.nz/story.asp?storyID=17445","2019-11","2019-W47"
2019-11-21,24.8,"http://www.carbonnews.co.nz/story.asp?storyID=17453","2019-11","2019-W47"
2019-11-26,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17478","2019-11","2019-W48"
2019-11-27,24.72,"http://www.carbonnews.co.nz/story.asp?storyID=17486","2019-11","2019-W48"
2019-11-29,24.65,"http://www.carbonnews.co.nz/story.asp?storyID=17502","2019-11","2019-W48"
2019-12-02,24.7,"http://www.carbonnews.co.nz/story.asp?storyID=17511","2019-12","2019-W49"
2019-12-03,24.72,"http://www.carbonnews.co.nz/story.asp?storyID=17518","2019-12","2019-W49"
2019-12-04,24.7,"http://www.carbonnews.co.nz/story.asp?storyID=17526","2019-12","2019-W49"
2019-12-05,24.67,"http://www.carbonnews.co.nz/story.asp?storyID=17534","2019-12","2019-W49"
2019-12-06,24.67,"http://www.carbonnews.co.nz/story.asp?storyID=17542","2019-12","2019-W49"
2019-12-09,24.65,"http://www.carbonnews.co.nz/story.asp?storyID=17550","2019-12","2019-W50"
2019-12-10,24.67,"http://www.carbonnews.co.nz/story.asp?storyID=17558","2019-12","2019-W50"
2019-12-11,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17566","2019-12","2019-W50"
2019-12-17,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17592","2019-12","2019-W51"
2020-01-06,28.5,"http://www.carbonnews.co.nz/story.asp?storyID=17595","2020-01","2020-W02"
2020-01-07,28.5,"http://www.carbonnews.co.nz/story.asp?storyID=17596","2020-01","2020-W02"
2020-01-08,28.85,"http://www.carbonnews.co.nz/story.asp?storyID=17597","2020-01","2020-W02"
2020-01-09,28.9,"http://www.carbonnews.co.nz/story.asp?storyID=17598","2020-01","2020-W02"
2020-01-10,28.9,"http://www.carbonnews.co.nz/story.asp?storyID=17599","2020-01","2020-W02"
2020-01-13,28.9,"http://www.carbonnews.co.nz/story.asp?storyID=17600","2020-01","2020-W03"
2020-01-14,28.93,"http://www.carbonnews.co.nz/story.asp?storyID=17601","2020-01","2020-W03"
2020-01-15,29,"http://www.carbonnews.co.nz/story.asp?storyID=17602","2020-01","2020-W03"
2020-01-16,29.08,"http://www.carbonnews.co.nz/story.asp?storyID=17603","2020-01","2020-W03"
2020-01-17,29.15,"http://www.carbonnews.co.nz/story.asp?storyID=17604","2020-01","2020-W03"
2020-01-21,29.2,"http://www.carbonnews.co.nz/story.asp?storyID=17605","2020-01","2020-W04"
2020-01-22,29.2,"http://www.carbonnews.co.nz/story.asp?storyID=17606","2020-01","2020-W04"
2020-01-23,29.15,"http://www.carbonnews.co.nz/story.asp?storyID=17607","2020-01","2020-W04"
2020-01-24,29.15,"http://www.carbonnews.co.nz/story.asp?storyID=17614","2020-01","2020-W04"
2020-01-28,29.15,"http://www.carbonnews.co.nz/story.asp?storyID=17615","2020-01","2020-W05"
2020-01-29,29.95,"http://www.carbonnews.co.nz/story.asp?storyID=17626","2020-01","2020-W05"
2020-01-30,28.75,"http://www.carbonnews.co.nz/story.asp?storyID=17637","2020-01","2020-W05"
2020-01-31,28.3,"http://www.carbonnews.co.nz/story.asp?storyID=17648","2020-01","2020-W05"
2020-02-03,27.55,"http://www.carbonnews.co.nz/story.asp?storyID=17659","2020-02","2020-W06"
2020-02-04,27.55,"http://www.carbonnews.co.nz/story.asp?storyID=17670","2020-02","2020-W06"
2020-02-05,27.7,"http://www.carbonnews.co.nz/story.asp?storyID=17680","2020-02","2020-W06"
2020-02-07,27.75,"http://www.carbonnews.co.nz/story.asp?storyID=17692","2020-02","2020-W06"
2020-02-10,27.8,"http://www.carbonnews.co.nz/story.asp?storyID=17703","2020-02","2020-W07"
2020-02-11,27.5,"http://www.carbonnews.co.nz/story.asp?storyID=17713","2020-02","2020-W07"
2020-02-12,27,"http://www.carbonnews.co.nz/story.asp?storyID=17724","2020-02","2020-W07"
2020-02-13,26.6,"http://www.carbonnews.co.nz/story.asp?storyID=17739","2020-02","2020-W07"
2020-02-14,26.55,"http://www.carbonnews.co.nz/story.asp?storyID=17746","2020-02","2020-W07"
2020-02-17,26.3,"http://www.carbonnews.co.nz/story.asp?storyID=17757","2020-02","2020-W08"
2020-02-18,26.31,"http://www.carbonnews.co.nz/story.asp?storyID=17767","2020-02","2020-W08"
2020-02-19,26.5,"http://www.carbonnews.co.nz/story.asp?storyID=17777","2020-02","2020-W08"
2020-02-21,26.7,"http://www.carbonnews.co.nz/story.asp?storyID=17799","2020-02","2020-W08"
2020-02-24,26.75,"http://www.carbonnews.co.nz/story.asp?storyID=17808","2020-02","2020-W09"
2020-02-25,26.4,"http://www.carbonnews.co.nz/story.asp?storyID=17819","2020-02","2020-W09"
2020-02-26,26.5,"http://www.carbonnews.co.nz/story.asp?storyID=17829","2020-02","2020-W09"
2020-02-28,26.3,"http://www.carbonnews.co.nz/story.asp?storyID=17848","2020-02","2020-W09"
2020-03-02,26.5,"http://www.carbonnews.co.nz/story.asp?storyID=17858","2020-03","2020-W10"
2020-03-03,26.2,"http://www.carbonnews.co.nz/story.asp?storyID=17868","2020-03","2020-W10"
2020-03-05,26,"http://www.carbonnews.co.nz/story.asp?storyID=17887","2020-03","2020-W10"
2020-03-09,26,"http://www.carbonnews.co.nz/story.asp?storyID=17909","2020-03","2020-W11"
2020-03-10,25.7,"http://www.carbonnews.co.nz/story.asp?storyID=17919","2020-03","2020-W11"
2020-03-11,25.25,"http://www.carbonnews.co.nz/story.asp?storyID=17928","2020-03","2020-W11"
2020-03-13,25.2,"http://www.carbonnews.co.nz/story.asp?storyID=17948","2020-03","2020-W11"
2020-03-16,25.2,"http://www.carbonnews.co.nz/story.asp?storyID=17958","2020-03","2020-W12"
2020-03-18,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=17978","2020-03","2020-W12"
2020-03-19,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=17988","2020-03","2020-W12"
2020-03-23,23.25,"http://www.carbonnews.co.nz/story.asp?storyID=18007","2020-03","2020-W13"
2020-03-24,22.7,"http://www.carbonnews.co.nz/story.asp?storyID=18015","2020-03","2020-W13"
2020-03-25,22.2,"http://www.carbonnews.co.nz/story.asp?storyID=18023","2020-03","2020-W13"
2020-03-26,22.5,"http://www.carbonnews.co.nz/story.asp?storyID=18032","2020-03","2020-W13"
2020-03-27,22.5,"http://www.carbonnews.co.nz/story.asp?storyID=18041","2020-03","2020-W13"
2020-03-30,22.7,"http://www.carbonnews.co.nz/story.asp?storyID=18049","2020-03","2020-W14"
2020-03-31,23.75,"http://www.carbonnews.co.nz/story.asp?storyID=18058","2020-03","2020-W14"
2020-04-01,24,"http://www.carbonnews.co.nz/story.asp?storyID=18067","2020-04","2020-W14"
2020-04-03,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=18086","2020-04","2020-W14"
2020-04-06,24.25,"http://www.carbonnews.co.nz/story.asp?storyID=18096","2020-04","2020-W15"
2020-04-08,24,"http://www.carbonnews.co.nz/story.asp?storyID=18115","2020-04","2020-W15"
2020-04-09,24.05,"http://www.carbonnews.co.nz/story.asp?storyID=18125","2020-04","2020-W15"
2020-04-14,24,"http://www.carbonnews.co.nz/story.asp?storyID=18132","2020-04","2020-W16"
2020-04-15,24.25,"http://www.carbonnews.co.nz/story.asp?storyID=18142","2020-04","2020-W16"
2020-04-16,24.4,"http://www.carbonnews.co.nz/story.asp?storyID=18152","2020-04","2020-W16"
2020-04-20,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=18169","2020-04","2020-W17"
2020-04-21,24.57,"http://www.carbonnews.co.nz/story.asp?storyID=18176","2020-04","2020-W17"
2020-04-22,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=18183","2020-04","2020-W17"
2020-04-23,24.55,"http://www.carbonnews.co.nz/story.asp?storyID=18190","2020-04","2020-W17"
2020-04-24,24.52,"http://www.carbonnews.co.nz/story.asp?storyID=18201","2020-04","2020-W17"
2020-04-28,24.7,"http://www.carbonnews.co.nz/story.asp?storyID=18209","2020-04","2020-W18"
2020-04-29,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=18219","2020-04","2020-W18"
2020-05-01,24.5,"http://www.carbonnews.co.nz/story.asp?storyID=18239","2020-05","2020-W18"
2020-05-04,24.57,"http://www.carbonnews.co.nz/story.asp?storyID=18250","2020-05","2020-W19"
2020-05-05,24.6,"http://www.carbonnews.co.nz/story.asp?storyID=18259","2020-05","2020-W19"
2020-05-08,24.6,"http://www.carbonnews.co.nz/story.asp?storyID=18288","2020-05","2020-W19"
2020-05-11,24.6,"http://www.carbonnews.co.nz/story.asp?storyID=18296","2020-05","2020-W20"
2020-05-12,24.67,"http://www.carbonnews.co.nz/story.asp?storyID=18306","2020-05","2020-W20"
2020-05-13,24.7,"http://www.carbonnews.co.nz/story.asp?storyID=18315","2020-05","2020-W20"
2020-05-14,24.75,"http://www.carbonnews.co.nz/story.asp?storyID=18328","2020-05","2020-W20"
2020-05-15,24.93,"http://www.carbonnews.co.nz/story.asp?storyID=18338","2020-05","2020-W20"
2020-05-18,25,"http://www.carbonnews.co.nz/story.asp?storyID=18349","2020-05","2020-W21"
2020-05-19,24.95,"http://www.carbonnews.co.nz/story.asp?storyID=18360","2020-05","2020-W21"
2020-05-21,25.02,"http://www.carbonnews.co.nz/story.asp?storyID=18378","2020-05","2020-W21"
2020-05-22,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=18387","2020-05","2020-W21"
2020-05-25,25,"http://www.carbonnews.co.nz/story.asp?storyID=18396","2020-05","2020-W22"
2020-05-26,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=18410","2020-05","2020-W22"
2020-05-27,25,"http://www.carbonnews.co.nz/story.asp?storyID=18415","2020-05","2020-W22"
2020-05-28,25.1,"http://www.carbonnews.co.nz/story.asp?storyID=18418","2020-05","2020-W22"
2020-05-29,25.05,"http://www.carbonnews.co.nz/story.asp?storyID=18428","2020-05","2020-W22"
2020-06-03,26,"http://www.carbonnews.co.nz/story.asp?storyID=18448","2020-06","2020-W23"
2020-06-04,28,"http://www.carbonnews.co.nz/story.asp?storyID=18456","2020-06","2020-W23"
2020-06-05,28.5,"http://www.carbonnews.co.nz/story.asp?storyID=18463","2020-06","2020-W23"
2020-06-08,29,"http://www.carbonnews.co.nz/story.asp?storyID=18471","2020-06","2020-W24"
2020-06-09,30,"http://www.carbonnews.co.nz/story.asp?storyID=18490","2020-06","2020-W24"
2020-06-10,30.75,"http://www.carbonnews.co.nz/story.asp?storyID=18491","2020-06","2020-W24"
2020-06-11,31.4,"http://www.carbonnews.co.nz/story.asp?storyID=18500","2020-06","2020-W24"
2020-06-12,32,"http://www.carbonnews.co.nz/story.asp?storyID=18508","2020-06","2020-W24"
2020-06-13,31.85,"http://www.carbonnews.co.nz/story.asp?storyID=18518","2020-06","2020-W24"
2020-06-14,31.4,"http://www.carbonnews.co.nz/story.asp?storyID=18528","2020-06","2020-W24"
2020-06-17,30.82,"http://www.carbonnews.co.nz/story.asp?storyID=18538","2020-06","2020-W25"
2020-06-18,30,"http://www.carbonnews.co.nz/story.asp?storyID=18546","2020-06","2020-W25"
2020-06-19,30.1,"http://www.carbonnews.co.nz/story.asp?storyID=18555","2020-06","2020-W25"
2020-06-22,31,"http://www.carbonnews.co.nz/story.asp?storyID=18564","2020-06","2020-W26"
2020-06-24,30,"http://www.carbonnews.co.nz/story.asp?storyID=18581","2020-06","2020-W26"
2020-06-25,31.4,"http://www.carbonnews.co.nz/story.asp?storyID=18591","2020-06","2020-W26"
2020-06-26,31.9,"http://www.carbonnews.co.nz/story.asp?storyID=18601","2020-06","2020-W26"
2020-06-29,31.8,"http://www.carbonnews.co.nz/story.asp?storyID=18609","2020-06","2020-W27"
2020-06-30,31.9,"http://www.carbonnews.co.nz/story.asp?storyID=18618","2020-06","2020-W27"
2020-07-01,32.1,"http://www.carbonnews.co.nz/story.asp?storyID=18627","2020-07","2020-W27"
2020-07-02,32.25,"http://www.carbonnews.co.nz/story.asp?storyID=18636","2020-07","2020-W27"
2020-07-07,32.25,"http://www.carbonnews.co.nz/story.asp?storyID=18663","2020-07","2020-W28"
2020-07-08,32.4,"http://www.carbonnews.co.nz/story.asp?storyID=18677","2020-07","2020-W28"
2020-07-09,33,"http://www.carbonnews.co.nz/story.asp?storyID=18685","2020-07","2020-W28"
2020-07-10,32.25,"http://www.carbonnews.co.nz/story.asp?storyID=18695","2020-07","2020-W28"
2020-07-13,32.2,"http://www.carbonnews.co.nz/story.asp?storyID=18706","2020-07","2020-W29"
2020-07-14,31.75,"http://www.carbonnews.co.nz/story.asp?storyID=18715","2020-07","2020-W29"
2020-07-15,31.85,"http://www.carbonnews.co.nz/story.asp?storyID=18723","2020-07","2020-W29"
2020-07-16,32.25,"http://www.carbonnews.co.nz/story.asp?storyID=18731","2020-07","2020-W29"
2020-07-17,32.5,"http://www.carbonnews.co.nz/story.asp?storyID=18744","2020-07","2020-W29"
2020-07-20,32.75,"http://www.carbonnews.co.nz/story.asp?storyID=18753","2020-07","2020-W30"
2020-07-21,33,"http://www.carbonnews.co.nz/story.asp?storyID=18765","2020-07","2020-W30"
2020-07-22,33.15,"http://www.carbonnews.co.nz/story.asp?storyID=18773","2020-07","2020-W30"
2020-07-23,33.55,"http://www.carbonnews.co.nz/story.asp?storyID=18783","2020-07","2020-W30"
2020-07-24,33.45,"http://www.carbonnews.co.nz/story.asp?storyID=18793","2020-07","2020-W30"
2020-07-27,33.1,"http://www.carbonnews.co.nz/story.asp?storyID=18805","2020-07","2020-W31"
2020-07-29,33.15,"http://www.carbonnews.co.nz/story.asp?storyID=18823","2020-07","2020-W31"
2020-07-30,33.6,"http://www.carbonnews.co.nz/story.asp?storyID=18832","2020-07","2020-W31"
2020-07-31,34.1,"http://www.carbonnews.co.nz/story.asp?storyID=18845","2020-07","2020-W31"
2020-08-04,34.05,"http://www.carbonnews.co.nz/story.asp?storyID=18858","2020-08","2020-W32"
2020-08-06,33.95,"http://www.carbonnews.co.nz/story.asp?storyID=18877","2020-08","2020-W32"
2020-08-07,33.92,"http://www.carbonnews.co.nz/story.asp?storyID=18885","2020-08","2020-W32"
2020-08-10,33.5,"http://www.carbonnews.co.nz/story.asp?storyID=18895","2020-08","2020-W33"
2020-08-11,33.4,"http://www.carbonnews.co.nz/story.asp?storyID=18904","2020-08","2020-W33"
2020-08-12,33.57,"http://www.carbonnews.co.nz/story.asp?storyID=18912","2020-08","2020-W33"
2020-08-13,33.6,"http://www.carbonnews.co.nz/story.asp?storyID=18920","2020-08","2020-W33"
2020-08-14,33.95,"http://www.carbonnews.co.nz/story.asp?storyID=18929","2020-08","2020-W33"
2020-08-18,33.9,"http://www.carbonnews.co.nz/story.asp?storyID=18945","2020-08","2020-W34"
2020-08-20,33.85,"http://www.carbonnews.co.nz/story.asp?storyID=18962","2020-08","2020-W34"
2020-08-21,33.8,"http://www.carbonnews.co.nz/story.asp?storyID=18971","2020-08","2020-W34"
2020-08-24,33.85,"http://www.carbonnews.co.nz/story.asp?storyID=18981","2020-08","2020-W35"
2020-08-25,33.88,"http://www.carbonnews.co.nz/story.asp?storyID=18990","2020-08","2020-W35"
2020-08-26,34.04,"http://www.carbonnews.co.nz/story.asp?storyID=18997","2020-08","2020-W35"
2020-08-27,34,"http://www.carbonnews.co.nz/story.asp?storyID=19012","2020-08","2020-W35"
2020-08-28,34.05,"http://www.carbonnews.co.nz/story.asp?storyID=19019","2020-08","2020-W35"
2020-08-31,34.1,"http://www.carbonnews.co.nz/story.asp?storyID=19029","2020-08","2020-W36"
2020-09-01,34.12,"http://www.carbonnews.co.nz/story.asp?storyID=19037","2020-09","2020-W36"
2020-09-02,34,"http://www.carbonnews.co.nz/story.asp?storyID=19045","2020-09","2020-W36"
2020-09-10,34.25,"http://www.carbonnews.co.nz/story.asp?storyID=19092","2020-09","2020-W37"
2020-09-14,34.4,"http://www.carbonnews.co.nz/story.asp?storyID=19109","2020-09","2020-W38"
2020-09-15,34.5,"http://www.carbonnews.co.nz/story.asp?storyID=19118","2020-09","2020-W38"
2020-09-16,35,"http://www.carbonnews.co.nz/story.asp?storyID=19126","2020-09","2020-W38"
2020-09-17,35,"http://www.carbonnews.co.nz/story.asp?storyID=19133","2020-09","2020-W38"
2020-09-18,34.05,"http://www.carbonnews.co.nz/story.asp?storyID=19140","2020-09","2020-W38"
2020-09-21,35.05,"http://www.carbonnews.co.nz/story.asp?storyID=19146","2020-09","2020-W39"
2020-09-22,35.07,"http://www.carbonnews.co.nz/story.asp?storyID=19154","2020-09","2020-W39"
2020-09-25,35.05,"http://www.carbonnews.co.nz/story.asp?storyID=19158","2020-09","2020-W39"
2020-09-28,35.05,"http://www.carbonnews.co.nz/story.asp?storyID=19159","2020-09","2020-W40"
2020-09-30,35.02,"http://www.carbonnews.co.nz/story.asp?storyID=19170","2020-09","2020-W40"
2020-10-01,35,"http://www.carbonnews.co.nz/story.asp?storyID=19177","2020-10","2020-W40"
2020-10-02,34.95,"http://www.carbonnews.co.nz/story.asp?storyID=19186","2020-10","2020-W40"
2020-10-05,34.85,"http://www.carbonnews.co.nz/story.asp?storyID=19193","2020-10","2020-W41"
2020-10-06,34.8,"http://www.carbonnews.co.nz/story.asp?storyID=19202","2020-10","2020-W41"
2020-10-07,34.7,"http://www.carbonnews.co.nz/story.asp?storyID=19210","2020-10","2020-W41"
2020-10-08,34.75,"http://www.carbonnews.co.nz/story.asp?storyID=19219","2020-10","2020-W41"
2020-10-09,34.8,"http://www.carbonnews.co.nz/story.asp?storyID=19227","2020-10","2020-W41"
2020-10-12,34.85,"http://www.carbonnews.co.nz/story.asp?storyID=19235","2020-10","2020-W42"
2020-10-13,35.02,"http://www.carbonnews.co.nz/story.asp?storyID=19244","2020-10","2020-W42"
2020-10-14,34.85,"http://www.carbonnews.co.nz/story.asp?storyID=19252","2020-10","2020-W42"
2020-10-16,34.95,"http://www.carbonnews.co.nz/story.asp?storyID=19268","2020-10","2020-W42"
2020-10-21,35.05,"http://www.carbonnews.co.nz/story.asp?storyID=19292","2020-10","2020-W43"
2020-10-23,35.15,"http://www.carbonnews.co.nz/story.asp?storyID=19310","2020-10","2020-W43"
2020-10-27,35.07,"http://www.carbonnews.co.nz/story.asp?storyID=19317","2020-10","2020-W44"
2020-10-28,35.05,"http://www.carbonnews.co.nz/story.asp?storyID=19325","2020-10","2020-W44"
2020-10-29,35.1,"http://www.carbonnews.co.nz/story.asp?storyID=19333","2020-10","2020-W44"
2020-10-30,35.12,"http://www.carbonnews.co.nz/story.asp?storyID=19340","2020-10","2020-W44"
2020-11-02,35.1,"http://www.carbonnews.co.nz/story.asp?storyID=19350","2020-11","2020-W45"
2020-11-04,35.12,"http://www.carbonnews.co.nz/story.asp?storyID=19367","2020-11","2020-W45"
2020-11-09,35.12,"http://www.carbonnews.co.nz/story.asp?storyID=19392","2020-11","2020-W46"
2020-11-11,35.2,"http://www.carbonnews.co.nz/story.asp?storyID=19408","2020-11","2020-W46"
2020-11-12,35.22,"http://www.carbonnews.co.nz/story.asp?storyID=19421","2020-11","2020-W46"
2020-11-16,35.3,"http://www.carbonnews.co.nz/story.asp?storyID=19431","2020-11","2020-W47"
2020-11-17,35.4,"http://www.carbonnews.co.nz/story.asp?storyID=19439","2020-11","2020-W47"
2020-11-18,35.5,"http://www.carbonnews.co.nz/story.asp?storyID=19447","2020-11","2020-W47"
2020-11-19,35.8,"http://www.carbonnews.co.nz/story.asp?storyID=19455","2020-11","2020-W47"
2020-11-23,35.75,"http://www.carbonnews.co.nz/story.asp?storyID=19476","2020-11","2020-W48"
2020-11-24,35.8,"http://www.carbonnews.co.nz/story.asp?storyID=19486","2020-11","2020-W48"
2020-11-26,35.75,"http://www.carbonnews.co.nz/story.asp?storyID=19504","2020-11","2020-W48"
2020-11-27,35.8,"http://www.carbonnews.co.nz/story.asp?storyID=19511","2020-11","2020-W48"
2020-11-30,35.8,"http://www.carbonnews.co.nz/story.asp?storyID=19521","2020-11","2020-W49"
2020-12-03,36,"http://www.carbonnews.co.nz/story.asp?storyID=19546","2020-12","2020-W49"
2020-12-04,36.25,"http://www.carbonnews.co.nz/story.asp?storyID=19554","2020-12","2020-W49"
2020-12-07,36.6,"http://www.carbonnews.co.nz/story.asp?storyID=19562","2020-12","2020-W50"
2020-12-08,37.2,"http://www.carbonnews.co.nz/story.asp?storyID=19569","2020-12","2020-W50"
2020-12-09,37.55,"http://www.carbonnews.co.nz/story.asp?storyID=19579","2020-12","2020-W50"
2020-12-10,38,"http://www.carbonnews.co.nz/story.asp?storyID=19589","2020-12","2020-W50"
2020-12-11,38.05,"http://www.carbonnews.co.nz/story.asp?storyID=19600","2020-12","2020-W50"
2020-12-14,38,"http://www.carbonnews.co.nz/story.asp?storyID=19606","2020-12","2020-W51"
2020-12-15,37.8,"http://www.carbonnews.co.nz/story.asp?storyID=19613","2020-12","2020-W51"
2020-12-16,37.6,"http://www.carbonnews.co.nz/story.asp?storyID=19614","2020-12","2020-W51"
2020-12-21,37.65,"http://www.carbonnews.co.nz/story.asp?storyID=19617","2020-12","2020-W52"
2020-12-22,37.65,"http://www.carbonnews.co.nz/story.asp?storyID=19620","2020-12","2020-W52"
2020-12-23,37.62,"http://www.carbonnews.co.nz/story.asp?storyID=19621","2020-12","2020-W52"
2020-12-24,37.6,"http://www.carbonnews.co.nz/story.asp?storyID=19622","2020-12","2020-W52"
2020-12-29,37.55,"http://www.carbonnews.co.nz/story.asp?storyID=19623","2020-12","2020-W53"
2021-01-05,37.62,"http://www.carbonnews.co.nz/story.asp?storyID=19626","2021-01","2021-W01"
2021-01-11,37.57,"http://www.carbonnews.co.nz/story.asp?storyID=19629","2021-01","2021-W02"
2021-01-14,38.2,"http://www.carbonnews.co.nz/story.asp?storyID=19635","2021-01","2021-W02"
2021-01-15,38.4,"http://www.carbonnews.co.nz/story.asp?storyID=19636","2021-01","2021-W02"
2021-01-18,38.45,"http://www.carbonnews.co.nz/story.asp?storyID=19637","2021-01","2021-W03"
2021-01-19,38.2,"http://www.carbonnews.co.nz/story.asp?storyID=19638","2021-01","2021-W03"
2021-01-21,38.4,"http://www.carbonnews.co.nz/story.asp?storyID=19640","2021-01","2021-W03"
2021-01-22,38.42,"http://www.carbonnews.co.nz/story.asp?storyID=19641","2021-01","2021-W03"
2021-01-26,38.4,"http://www.carbonnews.co.nz/story.asp?storyID=19645","2021-01","2021-W04"
2021-01-27,38.4,"http://www.carbonnews.co.nz/story.asp?storyID=19653","2021-01","2021-W04"
2021-01-28,38.5,"http://www.carbonnews.co.nz/story.asp?storyID=19660","2021-01","2021-W04"
2021-01-29,38.5,"http://www.carbonnews.co.nz/story.asp?storyID=19667","2021-01","2021-W04"
2021-02-03,39.6,"http://www.carbonnews.co.nz/story.asp?storyID=19683","2021-02","2021-W05"
2021-02-09,39.4,"http://www.carbonnews.co.nz/story.asp?storyID=19704","2021-02","2021-W06"
2021-02-11,39.1,"http://www.carbonnews.co.nz/story.asp?storyID=19719","2021-02","2021-W06"
2021-02-12,39.2,"http://www.carbonnews.co.nz/story.asp?storyID=19716","2021-02","2021-W06"
2021-02-15,39,"http://www.carbonnews.co.nz/story.asp?storyID=19733","2021-02","2021-W07"
2021-02-16,39.2,"http://www.carbonnews.co.nz/story.asp?storyID=19740","2021-02","2021-W07"
2021-02-23,39.3,"http://www.carbonnews.co.nz/story.asp?storyID=19780","2021-02","2021-W08"
2021-02-24,39.2,"http://www.carbonnews.co.nz/story.asp?storyID=19788","2021-02","2021-W08"
2021-02-26,39,"http://www.carbonnews.co.nz/story.asp?storyID=19805","2021-02","2021-W08"
2021-03-01,39.02,"http://www.carbonnews.co.nz/story.asp?storyID=19812","2021-03","2021-W09"
2021-03-02,39.05,"http://www.carbonnews.co.nz/story.asp?storyID=19819","2021-03","2021-W09"
2021-03-03,39.92,"http://www.carbonnews.co.nz/story.asp?storyID=19828","2021-03","2021-W09"
2021-03-04,39,"http://www.carbonnews.co.nz/story.asp?storyID=19835","2021-03","2021-W09"
2021-03-05,38.8,"http://www.carbonnews.co.nz/story.asp?storyID=19843","2021-03","2021-W09"
2021-03-08,38.9,"http://www.carbonnews.co.nz/story.asp?storyID=19845","2021-03","2021-W10"
